Timestep,Training Rewards,Max Q,Eval Rewards,Loss
510,31.833333333333332,-0.0025094673509657873,13.466666666666667,0.5151063296802341
1015,15.333333333333334,0.13712203086211874,9.266666666666667,0.05593124849355501
1537,21.666666666666668,0.32557475921617607,9.45,0.017887752696134566
2038,16.0,0.5521073385196746,9.183333333333334,0.01946465438097063
2544,16.166666666666668,0.809395583448518,9.383333333333333,0.02743838948702573
3045,14.666666666666666,1.0959920016940032,9.25,0.03175069692992161
3546,14.333333333333334,1.4072110803398519,9.266666666666667,0.033793919700276974
4052,14.333333333333334,1.7439093415864184,9.3,0.0329489133415357
4555,16.0,2.09060811576286,9.3,0.0334870952940095
5058,15.166666666666666,2.440547746243345,13.833333333333334,0.03438515417326943
5562,25.833333333333332,2.8338681475496674,26.783333333333335,0.032565261403593004
6069,46.833333333333336,3.3208050662938624,152.2,0.035763155370282705
6685,92.5,3.8532026755246456,143.26666666666668,0.031929147955524866
7236,144.16666666666666,4.3830438045948386,200.0,0.023074279481179315
7819,189.0,4.939186731293622,198.86666666666667,0.024029658645463105
8419,197.16666666666666,5.5181547438217615,200.0,0.026286801945408073
9019,200.0,6.1229350026927465,200.0,0.020079366902849956
9619,200.0,6.747422649919377,200.0,0.02460530985104478
10219,200.0,7.389834489827799,200.0,0.022409979853652198
10819,200.0,8.04828488053173,200.0,0.017801114153450093
11419,200.0,8.721773458194347,200.0,0.018072474257783744
12019,200.0,9.407454561643254,200.0,0.019164596140451226
12619,200.0,10.107283304069306,199.55,0.017941216166932575
13219,200.0,10.817165046326831,197.55,0.01580813794569661
13819,200.0,11.524689422886706,199.55,0.018027858921071532
